accuracy,loss,val_accuracy,val_loss
0.8734610080718994,0.2984479069709778,0.9642857313156128,0.1344863921403885
1.0,0.043877679854631424,0.9785714149475098,0.08753947913646698
0.9764021635055542,0.07106804847717285,0.9666666388511658,0.14900057017803192
0.949999988079071,0.06099020317196846,0.9785714149475098,0.08107450604438782
0.9890561103820801,0.037439774721860886,0.9904761910438538,0.03410037234425545
1.0,0.018070917576551437,0.9904761910438538,0.03480427339673042
0.9835841059684753,0.045899778604507446,0.973809540271759,0.08491888642311096
1.0,0.060122616589069366,0.9809523820877075,0.05339661240577698
0.9866620898246765,0.03759380802512169,0.9976190328598022,0.0035912650637328625
1.0,0.009000479243695736,1.0,0.001563601428642869
0.9907660484313965,0.0328294038772583,0.9785714149475098,0.0739014521241188
1.0,0.005728348158299923,0.9785714149475098,0.0812467560172081
0.9938440322875977,0.021641697734594345,0.9904761910438538,0.035552799701690674
1.0,0.0051879193633794785,0.9904761910438538,0.025206610560417175
0.9914500713348389,0.0248557198792696,0.9904761910438538,0.025158600881695747
