accuracy,loss,val_accuracy,val_loss
0.7564979195594788,0.496791273355484,0.8500000238418579,0.3667489290237427
0.6000000238418579,0.6847532391548157,0.7595238089561462,0.4455743432044983
0.871408998966217,0.30515316128730774,0.949999988079071,0.1847456395626068
0.800000011920929,0.3050404191017151,0.9452381134033203,0.1855771392583847
0.9240766167640686,0.20678815245628357,0.961904764175415,0.11737533658742905
1.0,0.0678829699754715,0.961904764175415,0.11795235425233841
0.9627223014831543,0.11962226778268814,0.988095223903656,0.06746140122413635
0.949999988079071,0.13279907405376434,0.976190447807312,0.07241814583539963
0.9757182002067566,0.08779340237379074,0.9928571581840515,0.04093235731124878
1.0,0.01454839389771223,0.9928571581840515,0.04155661165714264
