accuracy,loss,val_accuracy,val_loss
0.87839674949646,0.3208487629890442,0.9857142567634583,0.09813354909420013
0.96433424949646,0.13720303773880005,0.9833333492279053,0.08797184377908707
0.98777174949646,0.0802711769938469,0.9928571581840515,0.07249033451080322
0.993546187877655,0.054133180528879166,0.9952380657196045,0.05434374883770943
0.9949048757553101,0.05433286353945732,0.9976190328598022,0.05010002851486206
0.987432062625885,0.06842250376939774,0.9976190328598022,0.061849407851696014
0.99388587474823,0.05652301385998726,0.9952380657196045,0.04858127608895302
0.9921875,0.051186226308345795,0.9952380657196045,0.04830015450716019
0.999660313129425,0.0314914807677269,0.9976190328598022,0.04093603417277336
0.9942255616188049,0.041906196624040604,0.9952380657196045,0.035060636699199677
