accuracy,loss,val_accuracy,val_loss
0.7811217308044434,0.8460384607315063,0.8952381014823914,0.5794255137443542
0.8999999761581421,0.45727354288101196,0.8999999761581421,0.5752909183502197
0.9028728008270264,0.5140472650527954,0.9571428298950195,0.3888401687145233
1.0,0.406716525554657,0.9547619223594666,0.3894122242927551
0.9353625178337097,0.38777798414230347,0.9857142567634583,0.288648396730423
0.8500000238418579,0.44008469581604004,0.9857142567634583,0.28866127133369446
0.9616963267326355,0.3163776099681854,0.9928571581840515,0.24387626349925995
1.0,0.24079342186450958,0.9928571581840515,0.24379952251911163
0.9722982048988342,0.27916520833969116,0.9928571581840515,0.22862893342971802
1.0,0.21134844422340393,0.9928571581840515,0.22788088023662567
0.9822161197662354,0.24844948947429657,0.9952380657196045,0.20739421248435974
0.8999999761581421,0.319235622882843,0.9952380657196045,0.206790953874588
0.9849520921707153,0.23452840745449066,0.9928571581840515,0.21617738902568817
1.0,0.2325633466243744,0.9904761910438538,0.22183354198932648
0.9873461127281189,0.21777218580245972,0.9952380657196045,0.20502030849456787
1.0,0.20110850036144257,0.9928571581840515,0.20769678056240082
0.9897400736808777,0.20627936720848083,0.9976190328598022,0.18420879542827606
0.949999988079071,0.3891260623931885,0.9976190328598022,0.18536238372325897
0.9893980622291565,0.208088681101799,0.9904761910438538,0.2038237452507019
1.0,0.19121035933494568,0.988095223903656,0.2096555083990097
