accuracy,loss,val_accuracy,val_loss
0.9781121611595154,0.1245700940489769,0.5,47.74964141845703
1.0,0.0010984342079609632,0.5,48.010494232177734
0.9928180575370789,0.03560073301196098,0.5095238089561462,24.037324905395508
1.0,0.0036314588505774736,0.5142857432365417,22.916738510131836
0.9883720874786377,0.04906633123755455,0.7428571581840515,3.3897480964660645
1.0,1.1282276318524964e-05,0.7428571581840515,3.318310499191284
0.99589604139328,0.021363038569688797,0.8214285969734192,1.653978943824768
1.0,1.3664561704374023e-09,0.8333333134651184,1.4868189096450806
0.9870041012763977,0.06649688631296158,0.9428571462631226,0.346563458442688
1.0,6.52768649160862e-05,0.9452381134033203,0.3172290027141571
0.9900820851325989,0.038436148315668106,0.538095235824585,8.277775764465332
1.0,9.681360779723036e-07,0.538095235824585,8.529072761535645
0.9917920827865601,0.042612262070178986,0.9833333492279053,0.03943511098623276
1.0,0.0006522185285575688,0.9833333492279053,0.035596802830696106
0.9921340346336365,0.03489179536700249,1.0,0.007396749220788479
1.0,0.0027307551354169846,0.9976190328598022,0.010004722513258457
0.9965800046920776,0.013014659285545349,0.9952380657196045,0.008615022525191307
1.0,0.020362619310617447,0.9952380657196045,0.009969854727387428
