accuracy,loss,val_accuracy,val_loss
0.9876881241798401,0.03317498788237572,0.9976190328598022,0.006045429036021233
0.949999988079071,0.06135251373052597,0.9976190328598022,0.003724000882357359
0.9962380528450012,0.006928347982466221,0.9857142567634583,0.06014341115951538
1.0,0.00015802314737811685,0.9857142567634583,0.06112878769636154
0.9993159770965576,0.0028466160874813795,1.0,0.0010117731289938092
1.0,2.096759453706909e-05,1.0,0.000547772622667253
0.9989740252494812,0.002952463924884796,1.0,0.0011688780505210161
1.0,9.560239050188102e-06,1.0,0.0012232157168909907
1.0,0.0006930292584002018,0.9976190328598022,0.008716483600437641
1.0,1.082974995370023e-05,0.9976190328598022,0.008347534574568272
0.99863201379776,0.0025995939504355192,1.0,6.734423368470743e-05
1.0,6.521915929624811e-05,1.0,7.206014561234042e-05
0.9993159770965576,0.0023644359316676855,0.9976190328598022,0.004134354181587696
1.0,5.644262273563072e-06,0.9976190328598022,0.007521572522819042
0.99863201379776,0.002500899601727724,1.0,7.886415005486924e-06
1.0,8.940694584680386e-08,1.0,8.089619768725242e-06
0.9982900023460388,0.002298598177731037,1.0,0.000688740168698132
1.0,5.960464122267695e-09,1.0,0.001565120997838676
0.9996579885482788,0.0008966648601926863,0.988095223903656,0.02403797022998333
1.0,2.9802313505911115e-08,0.988095223903656,0.040293049067258835
