accuracy,loss,val_accuracy,val_loss
0.8679890632629395,0.29052817821502686,0.976190447807312,0.13478752970695496
0.949999988079071,0.12458927929401398,0.9809523820877075,0.11157706379890442
0.9835841059684753,0.052044473588466644,0.9833333492279053,0.08022435754537582
0.949999988079071,0.17309096455574036,0.9904761910438538,0.03753839060664177
0.9897400736808777,0.0339588038623333,0.9523809552192688,0.2579992115497589
0.8999999761581421,0.14884540438652039,0.9833333492279053,0.13473084568977356
0.9941860437393188,0.025318875908851624,0.9904761910438538,0.05076489970088005
1.0,0.00030037047690711915,0.9904761910438538,0.06709924340248108
0.99452805519104,0.01961582526564598,0.9976190328598022,0.014953047037124634
1.0,0.005426356103271246,0.9976190328598022,0.015662215650081635
0.9938440322875977,0.02153993956744671,0.9928571581840515,0.04332294315099716
1.0,0.0009402302093803883,0.9833333492279053,0.064991295337677
0.9976060390472412,0.008277947083115578,0.9952380657196045,0.025860313326120377
1.0,0.010765541344881058,0.9952380657196045,0.03170036897063255
