accuracy,loss,val_accuracy,val_loss
0.8354992866516113,0.3590337038040161,0.9690476059913635,0.13292019069194794
0.949999988079071,0.07281529158353806,0.9785714149475098,0.1151442676782608
0.9681942462921143,0.09766620397567749,0.9809523820877075,0.08353739976882935
1.0,0.01549527607858181,0.9809523820877075,0.09892083704471588
0.9914500713348389,0.036140307784080505,0.988095223903656,0.04855778440833092
1.0,0.020742930471897125,0.9833333492279053,0.054692067205905914
0.9876881241798401,0.03714386373758316,0.9904761910438538,0.04410816356539726
1.0,0.07027129828929901,0.9904761910438538,0.028625303879380226
0.9900820851325989,0.03276548907160759,0.9976190328598022,0.016218625009059906
0.949999988079071,0.06987569481134415,0.9952380657196045,0.019342826679348946
0.99452805519104,0.017657598480582237,0.9976190328598022,0.005767593625932932
1.0,0.032321538776159286,0.9976190328598022,0.004935024306178093
0.9979479908943176,0.0054541523568332195,0.9928571581840515,0.019595572724938393
0.949999988079071,0.07423124462366104,0.9928571581840515,0.025693517178297043
0.9907660484313965,0.038610078394412994,0.9833333492279053,0.04492166265845299
1.0,0.0008400481892749667,0.9833333492279053,0.04827822744846344
0.980506181716919,0.06600848585367203,0.9928571581840515,0.03209283575415611
