accuracy,loss,val_accuracy,val_loss
0.7819293737411499,1.2236346006393433,0.8880952596664429,0.7323506474494934
0.9133831262588501,0.594230055809021,0.9666666388511658,0.45158714056015015
0.9504076242446899,0.4195607602596283,0.9785714149475098,0.3439077138900757
0.962296187877655,0.34567925333976746,0.9785714149475098,0.29321733117103577
0.9816576242446899,0.2710226774215698,0.9833333492279053,0.24942989647388458
0.985733687877655,0.2335938811302185,0.9833333492279053,0.23659953474998474
0.9864130616188049,0.20176035165786743,0.9904761910438538,0.18701185286045074
0.9901494383811951,0.1710072159767151,0.9809523820877075,0.20329931378364563
0.98607337474823,0.1616983562707901,0.9904761910438538,0.1537599116563797
0.991847813129425,0.1398494690656662,0.9904761910438538,0.12929272651672363
