accuracy,loss,val_accuracy,val_loss
0.8498631715774536,0.3103928565979004,0.9928571581840515,0.04927007108926773
0.949999988079071,0.09367547929286957,0.9714285731315613,0.08319476246833801
0.9750341773033142,0.07628335058689117,0.9476190209388733,0.13923436403274536
1.0,0.029097581282258034,0.9214285612106323,0.19342686235904694
0.9818741679191589,0.05933830887079239,0.9976190328598022,0.01696031354367733
1.0,0.00472963135689497,0.9976190328598022,0.016300253570079803
0.9917920827865601,0.030359048396348953,0.9809523820877075,0.10710974037647247
0.949999988079071,0.43089723587036133,0.9904761910438538,0.05521494895219803
0.9832421541213989,0.059575118124485016,0.9928571581840515,0.04540874809026718
1.0,0.0022908358369022608,0.9928571581840515,0.0428679883480072
0.9918367266654968,0.027629759162664413,0.9976190328598022,0.03904673084616661
